identificador da entrevista,região onde foi realizada a entrevista,idade: qual a sua idade (em anos completos)?,área,sexo,cor ou raça,última série escolar que concluiu com aprovação,até que série o seu pai estudou,até que série a sua mãe estudou,renda total do chefe da família no último mês,renda total de todos os moradores (parentes e agregados) no último mês,número de moradores no domicílio (parentes e agregados),"no último mês, alguma pessoa deste domicílio recebeu rendimentos do bolsa famíli",my world - acesso a alimentos de qualidade,my world - governo honesto e atuante,my world - apoio às pessoas que não podem trabalhar,my world - educação de qualidade,my world - melhoria nos transportes e estradas,"my world - proteção a florestas, rios e oceanos",my world - liberdades políticas,my world - combater as mudanças climáticas,my world - melhoria dos serviços de saúde,my world - acesso ao telefone e à internet,my world - eliminação do preconceito e da discriminação,my world - acesso à água potável e ao saneamento,my world - igualdade entre homens e mulheres,my world - acesso à energia em sua casa,my world - proteção contra o crime e a violência,my world - melhores oportunidades de trabalho,religião,mulheres que usam roupas que mostram o corpo merecem ser atacadas,as mulatas são mais fogosas do que as mulheres brancas,dá para entender que um homem que cresceu em uma família violenta agrida sua mul,os homens devem ser a cabeça do lar,casos de violência dentro de casa devem ser discutidos somente entre os membros ,"incomoda ver dois homens, ou duas mulheres, se beijando na boca em público","se as mulheres soubessem como se comportar, haveria menos estupros",homem que bate na esposa tem que ir para a cadeia,é violência falar mentiras sobre uma mulher para os outros,toda mulher sonha em se casar,o que acontece com o casal em casa não interessa aos outros,"quando há violência, os casais devem se separar",casais de pessoas do mesmo sexo devem ter os mesmos direitos dos outros casais,dá pra entender que um homem rasgue ou quebre as coisas da mulher se ficou nervo,um homem pode xingar e gritar com sua própria mulher,é da natureza do homem ser violento,"em briga de marido e mulher, não se mete a colher",a roupa suja deve ser lavada em casa,uma mulher só se sente realizada quando tem filhos/as,"a mulher casada deve satisfazer o marido na cama, mesmo quando não tem vontade","piada de preto é só brincadeira, não é racismo",um casal de dois homens vive um amor tão bonito quanto entre um homem e uma mulh,mulher que é agredida e continua com o parceiro gosta de apanhar,casamento de homem com homem ou de mulher com mulher deve ser proibido,a mulher que apanha em casa deve ficar quieta para não prejudicar os filhos,a questão da violência contra as mulheres recebe mais importância do que merece,"tem mulher que é pra casar, tem mulher que é pra cama"
9828,NORDESTE,47,metropolitano,masculino,branca,médio completo,quarta série fundamental incompleta,quarta série fundamental incompleta,,2500,2,2,prioritário,prioritário,prioritário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,prioritário,prioritário,católica,discorda total,discorda total,discorda parcial,discorda parcial,concorda total,concorda total,discorda total,concorda total,concorda total,concorda total,concorda total,concorda total,concorda total,concorda total,discorda total,discorda total,concorda total,concorda total,discorda total,discorda total,concorda total,discorda total,concorda total,concorda total,discorda total,discorda total,concorda total
9830,NORDESTE,39,urbano,masculino,parda,fundamental completa,analfabeto ou sem instrução,terceira série fundamental,1300,1300,4,2,prioritário,prioritário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,evangélica,concorda parcial,discorda total,concorda parcial,concorda total,concorda total,concorda total,discorda total,concorda total,concorda parcial,concorda total,concorda total,concorda parcial,discorda parcial,concorda total,discorda total,discorda total,concorda total,concorda total,concorda total,discorda total,concorda parcial,discorda total,concorda total,concorda total,discorda total,discorda total,concorda parcial
9834,NORTE,21,urbano,feminino,parda,médio completo,quinta série fundamental,oitava série fundamental incompleta,400,400,3,2,prioritário,secundário,secundário,prioritário,secundário,secundário,secundário,secundário,prioritário,secundário,secundário,prioritário,secundário,prioritário,secundário,prioritário,evangélica,discorda total,ns,discorda total,concorda total,concorda parcial,concorda total,concorda total,concorda total,discorda total,concorda parcial,concorda parcial,concorda parcial,concorda parcial,discorda total,discorda total,discorda parcial,concorda total,concorda total,concorda parcial,discorda total,concorda total,concorda parcial,concorda total,concorda parcial,discorda total,discorda parcial,concorda parcial
9836,NORDESTE,20,metropolitano,feminino,amarela,médio completo,médio completo,médio completo,750,2100,3,2,prioritário,secundário,prioritário,prioritário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,prioritário,secundário,secundário,prioritário,prioritário,católica,discorda total,discorda total,discorda total,discorda total,discorda total,discorda total,discorda total,concorda total,concorda total,concorda total,concorda total,concorda total,concorda total,discorda total,discorda total,concorda total,concorda parcial,concorda total,discorda total,discorda total,discorda total,discorda total,concorda total,discorda total,discorda total,discorda total,discorda total
9839,CENTRO-OESTE,17,urbano,feminino,preta,segunda série médio,não sabe,segunda série médio,678,1200,3,1,prioritário,prioritário,prioritário,prioritário,prioritário,prioritário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,católica,discorda total,discorda total,concorda total,concorda total,concorda total,discorda total,discorda total,concorda total,concorda parcial,concorda total,concorda total,concorda total,concorda total,discorda total,discorda total,concorda parcial,concorda total,concorda total,concorda total,discorda total,concorda total,concorda total,concorda total,discorda total,discorda total,concorda total,concorda total
9840,NORDESTE,39,urbano,masculino,parda,sexta série fundamental,quarta série fundamental incompleta,segunda série fundamental,1000,1000,6,1,prioritário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,católica,discorda total,discorda total,discorda total,concorda parcial,concorda parcial,concorda total,concorda parcial,concorda total,concorda parcial,concorda total,concorda total,concorda parcial,concorda total,concorda parcial,discorda total,concorda parcial,concorda parcial,concorda total,concorda parcial,discorda total,concorda total,concorda total,concorda parcial,discorda total,discorda total,concorda parcial,concorda parcial
9844,NORDESTE,36,metropolitano,feminino,parda,cursou superior sem concluir,segunda série fundamental,terceira série fundamental,800,2000,3,2,secundário,prioritário,secundário,secundário,prioritário,secundário,prioritário,secundário,prioritário,secundário,prioritário,secundário,prioritário,secundário,secundário,secundário,evangélica,discorda total,discorda parcial,discorda total,concorda total,discorda total,discorda total,concorda total,discorda parcial,concorda total,concorda parcial,concorda parcial,discorda total,concorda parcial,discorda total,discorda parcial,concorda total,concorda parcial,concorda total,discorda total,discorda parcial,concorda total,concorda total,discorda total,discorda total,discorda total,concorda parcial,concorda total
9849,NORDESTE,52,urbano,feminino,branca,médio completo,analfabeto ou sem instrução,analfabeto ou sem instrução,1150,2000,5,2,prioritário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,prioritário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,católica,discorda total,concorda total,concorda parcial,concorda total,concorda total,concorda total,concorda parcial,concorda total,concorda parcial,concorda total,concorda total,concorda total,concorda total,concorda total,discorda total,concorda parcial,concorda parcial,concorda total,concorda parcial,discorda total,concorda total,concorda total,concorda total,concorda total,discorda total,discorda total,concorda total
9854,NORDESTE,36,metropolitano,feminino,parda,superior completo,fundamental completa,segunda série médio,3500,6500,2,2,secundário,secundário,secundário,prioritário,secundário,secundário,secundário,secundário,prioritário,secundário,secundário,prioritário,secundário,prioritário,prioritário,prioritário,católica,discorda total,discorda total,discorda total,discorda total,discorda total,concorda total,discorda total,concorda parcial,concorda total,concorda total,concorda parcial,concorda total,discorda total,concorda parcial,discorda total,discorda total,concorda parcial,concorda total,discorda total,concorda total,discorda total,discorda total,concorda total,concorda total,discorda total,discorda total,concorda total
9857,SUDESTE,38,metropolitano,feminino,branca,superior completo,segunda série médio,segunda série médio,2500,4000,3,2,prioritário,secundário,secundário,prioritário,prioritário,secundário,secundário,secundário,prioritário,secundário,secundário,secundário,secundário,secundário,prioritário,prioritário,católica,concorda total,neutro,discorda total,concorda parcial,concorda parcial,concorda parcial,discorda total,concorda total,discorda total,concorda parcial,concorda parcial,concorda total,concorda total,discorda total,discorda total,discorda total,concorda total,concorda total,concorda parcial,discorda total,discorda total,concorda total,concorda parcial,discorda total,discorda total,concorda total,concorda parcial
9860,NORDESTE,42,urbano,feminino,parda,primeira série médio,primeira série fundamental,primeira série fundamental,800,1200,3,1,prioritário,prioritário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,católica,discorda parcial,discorda total,discorda total,concorda parcial,concorda parcial,discorda total,concorda parcial,concorda total,concorda parcial,concorda total,concorda total,concorda parcial,discorda total,discorda total,discorda parcial,discorda total,concorda total,concorda parcial,discorda total,discorda total,discorda total,discorda total,discorda total,discorda total,discorda total,discorda total,discorda total
9862,SUDESTE,26,metropolitano,feminino,branca,médio completo,quinta série fundamental,quinta série fundamental,800,800,5,2,prioritário,secundário,prioritário,prioritário,secundário,secundário,secundário,secundário,prioritário,secundário,secundário,secundário,secundário,secundário,prioritário,prioritário,católica,discorda total,discorda parcial,concorda parcial,discorda total,concorda parcial,discorda total,concorda parcial,concorda total,concorda total,concorda total,concorda parcial,concorda total,concorda total,discorda total,discorda total,discorda total,discorda total,concorda total,discorda parcial,discorda total,discorda parcial,concorda total,concorda total,discorda total,discorda total,discorda total,discorda total
9868,NORDESTE,69,metropolitano,feminino,parda,quinta série fundamental,analfabeto ou sem instrução,primeira série fundamental,678,1500,2,2,secundário,secundário,prioritário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,prioritário,secundário,secundário,secundário,prioritário,prioritário,católica,concorda total,concorda total,concorda total,concorda parcial,concorda total,discorda total,discorda total,concorda total,concorda total,concorda total,discorda total,concorda total,concorda parcial,discorda total,discorda total,discorda parcial,concorda parcial,concorda total,concorda parcial,concorda total,concorda total,concorda total,concorda total,concorda total,discorda total,discorda total,concorda total
9873,NORDESTE,77,urbano,feminino,parda,primeira série fundamental,primeira série fundamental,segunda série fundamental,678,1500,4,2,prioritário,secundário,prioritário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,secundário,católica,discorda total,concorda parcial,concorda parcial,concorda total,concorda total,concorda total,concorda total,concorda total,discorda parcial,concorda parcial,concorda total,concorda total,discorda total,concorda total,discorda total,concorda parcial,concorda total,concorda parcial,concorda total,concorda total,concorda parcial,discorda total,concorda total,concorda parcial,concorda parcial,concorda parcial,discorda total
9877,SUDESTE,52,metropolitano,feminino,parda,primeira série fundamental,analfabeto ou sem instrução,analfabeto ou sem instrução,630,630,3,2,prioritário,secundário,prioritário,prioritário,secundário,secundário,secundário,secundário,prioritário,secundário,secundário,secundário,secundário,secundário,prioritário,prioritário,evangélica,discorda total,discorda parcial,discorda total,discorda total,concorda total,concorda total,concorda total,concorda total,concorda total,discorda total,concorda total,concorda total,concorda total,discorda total,discorda total,discorda total,concorda total,concorda total,discorda parcial,discorda total,discorda parcial,discorda total,concorda total,concorda total,discorda total,discorda total,concorda total
9878,NORDESTE,79,metropolitano,feminino,branca,quarta série fundamental incompleta,analfabeto ou sem instrução,analfabeto ou sem instrução,678,1400,2,2,prioritário,prioritário,secundário,prioritário,secundário,secundário,secundário,secundário,prioritário,secundário,secundário,secundário,secundário,secundário,prioritário,prioritário,católica,concorda parcial,concorda total,discorda total,concorda parcial,concorda parcial,concorda total,concorda parcial,concorda total,concorda total,concorda total,concorda total,concorda parcial,discorda total,concorda parcial,discorda total,concorda parcial,concorda total,concorda parcial,concorda total,concorda total,discorda total,discorda total,concorda parcial,concorda total,discorda total,discorda total,concorda parcial
